YEAR,STATE,ZIPCODE,N1,MARS2,A00100,N04470,A04470,N18425,A18425,N04800,A04800,N07100,A07100
2011,MD,21841,432,177,20548,126,2638,116,568,343,13267,133,171
2011,MD,21842,6244,1981,365428,2253,63681,1889,14585,4652,245368,1345,1789
2011,MD,21849,1542,620,67428,534,9824,493,2583,1213,40687,469,488
2011,MD,21850,1363,550,54423,447,7781,418,1922,1057,31002,449,485
2011,MD,21851,3301,1122,137796,935,18034,837,3788,2446,82099,1026,1025
2011,MD,21853,3574,1102,132662,1012,19381,919,4862,2494,74541,1086,1034
2011,MD,21856,417,175,21931,163,4065,145,1077,314,13692,134,139
2011,MD,21863,2261,844,102742,710,14217,655,3009,1759,63333,685,739
2011,MD,21864,310,120,13418,73,1271,68,294,232,8322,91,96
2011,MD,21865,228,98,10220,98,2023,82,390,175,5918,62,43
2011,MD,21869,425,154,17129,133,2421,119,568,320,9927,113,95
2011,MD,21871,815,341,34258,242,4909,221,1209,602,19941,265,266
2011,MD,21872,350,146,13852,103,1994,91,382,269,7906,106,107
2011,MD,21874,1019,439,42346,363,6654,339,1605,771,24139,329,347
2011,MD,21875,3003,1147,134246,1056,20362,966,5113,2330,81028,934,1034
2011,MD,21901,7357,3175,433326,3297,76762,3055,20773,5895,277966,2425,2832
2011,MD,21903,2741,1074,158862,1209,27103,1129,7199,2279,103323,839,943
2011,MD,21904,3250,1410,188624,1393,32203,1298,8822,2639,121323,1002,1230
2011,MD,21911,5014,2297,275816,2190,47718,2051,13135,4097,172888,1756,2133
2011,MD,21912,524,257,41977,251,7635,230,2575,418,28728,176,228
2011,MD,21915,1578,705,110810,667,18743,604,6749,1269,75780,455,566
2011,MD,21917,1163,582,69635,553,11697,513,3176,982,45040,383,503
2011,MD,21918,2042,925,110540,872,17707,826,4866,1681,70682,629,749
2011,MD,21919,1350,640,76440,610,14175,533,3441,1063,48385,393,452
2011,MD,21921,18763,7629,1054146,7966,179048,7306,50213,15023,673464,6190,7220
2011,MD,99999,26852,6843,1711380,10722,300103,9510,83410,21400,1153240,7573,6695
2011,VA,0,3751317,1473215,254417962,1513795,40008081,1362016,8805557,3001024,174107409,1272405,1431192
2011,VA,20105,5515,3124,640750,3745,129521,3559,27807,4976,451767,2386,3175
2011,VA,20106,2221,1130,155283,1129,28186,1018,5441,1831,104285,733,804
2011,VA,20109,19548,5321,874959,7470,138636,7059,22867,15710,524969,7591,8847
2011,VA,20110,21234,7494,1231353,9034,208863,8424,41004,16773,791923,7329,8605
2011,VA,20111,15285,5895,918983,6843,164595,6363,31716,12242,587574,5548,6264
2011,VA,20112,12171,6398,1194864,7339,236080,6772,49548,10353,836264,4406,4919
2011,VA,20115,2378,1126,218067,1157,37779,1050,9485,1975,156027,783,931
2011,VA,20117,742,286,101547,339,21415,287,5067,566,74352,237,218
2011,VA,20119,1805,825,129443,823,24035,750,4324,1470,86271,553,620
2011,VA,20120,19556,8816,1758172,10464,310180,9828,71841,16473,1249730,7147,8300
2011,VA,20121,13389,5121,913428,6500,156731,6114,32423,11231,620642,4877,5631
2011,VA,20124,7009,3795,1079636,4454,186914,4153,51472,5943,828303,2615,2919
2011,VA,20129,289,143,42804,172,9031,159,2138,243,31110,94,121
2011,VA,20130,111,60,9038,47,1314,46,325,92,6336,32,24
2011,VA,20132,6161,3358,707568,3809,143956,3550,32248,5241,499890,2358,3088
2011,VA,20135,1262,590,109993,693,20832,625,4452,1079,76737,407,395
2011,VA,20136,11500,6417,1104769,7636,227144,7185,46590,10157,749970,5240,7122
2011,VA,20137,938,468,87564,548,16558,499,3563,794,62438,293,290
2011,VA,20141,2393,1435,286343,1611,58062,1511,13336,2083,203044,998,1333
2011,VA,20143,553,272,59993,321,12042,291,2567,475,42634,195,180
2011,VA,20144,430,217,65149,244,14631,217,2699,359,46708,152,168
2011,VA,20147,25641,12390,2670524,14992,480506,14068,112627,22267,1923212,10030,11670
2011,VA,20148,13645,8290,1849259,9326,346101,8980,85165,12384,1348121,6002,6760
2011,VA,20151,10228,4644,886628,5182,155094,4848,37298,8361,625636,3747,4410
2011,VA,20152,11248,6523,1333754,7557,262893,7211,59360,9985,945979,4949,6677
2011,VA,20155,14135,7474,1351653,8872,273617,8159,54543,12299,934346,5543,6886
2011,VA,20158,1711,956,208297,1089,41982,1003,9424,1471,149365,634,607
2011,VA,20164,19689,7022,1110660,9122,200378,8506,37208,15961,708367,6951,7642
2011,VA,20165,15593,7452,1657559,9602,302603,8977,72110,13561,1203016,6046,6838
2011,VA,20166,4810,1791,357242,2227,58307,2101,12874,4107,247841,1714,2230
2011,VA,20169,9656,5663,1177542,6632,236514,6159,52109,8505,843629,3665,4606
2011,VA,20170,20464,8174,1641424,10045,275701,9342,63915,16745,1156966,7193,7719
2011,VA,20171,22397,11017,2669894,12414,411053,11629,112977,19607,2023895,8784,10187
2011,VA,20175,13105,6246,1409052,7664,269031,7161,63218,11295,1007901,4684,5551
2011,VA,20176,20958,10093,2338560,11874,431877,10989,101068,17670,1687435,8063,9533
2011,VA,20180,3106,1655,314746,1896,61920,1762,13681,2684,221561,1128,1291
2011,VA,20181,3950,2020,360493,2206,70948,2023,14760,3308,249659,1329,1576
2011,VA,20184,220,93,27685,87,4647,73,1338,178,20747,65,65
2011,VA,20186,6720,2724,527032,3218,91445,2929,20034,5573,368081,2252,3000
2011,VA,20187,7248,3848,689461,4299,130852,3992,30199,6183,485697,2566,3019
2011,VA,20190,9336,2931,882809,4853,136794,4427,36243,8100,664024,2821,3009
2011,VA,20191,14841,5702,1416319,8223,233233,7584,56195,12787,1044384,5196,5719
2011,VA,20194,6633,2832,928676,4225,149551,3953,43186,5966,721595,2391,2782
2011,VA,20197,862,505,155175,579,35713,523,6857,740,111261,297,298
2011,VA,20198,921,379,121863,417,27831,354,4525,759,85245,272,542
2011,VA,22003,27328,10906,2056514,13015,352715,11847,77003,21954,1432117,9486,9269
2011,VA,22015,20709,9938,1853522,11756,325898,10708,72304,17743,1320783,8067,9098
2011,VA,22025,8315,3832,741452,4997,135629,4596,28034,7239,523417,3135,3712
2011,VA,22026,6953,2232,392081,3013,75722,2805,12910,5479,240570,2709,3425
2011,VA,22027,1016,547,180769,686,30584,639,8873,863,140841,431,385
2011,VA,22030,24555,10024,2215398,12336,376667,11223,86778,20968,1601728,8368,9337
2011,VA,22031,15098,5639,1261537,6914,195759,6218,46507,12707,918165,5042,5205
2011,VA,22032,13868,6988,1352717,8097,241112,7426,55359,11744,976075,5326,5458
2011,VA,22033,19099,7695,1788942,10048,296579,9317,71336,16755,1308804,6540,7437
2011,VA,22039,8981,5318,1618379,5953,286460,5489,77918,7714,1249336,3511,4153
2011,VA,22041,13625,3997,829765,5589,138463,5038,27599,10310,556695,4105,3863
2011,VA,22042,17332,6074,1203774,7895,200565,7256,42968,14108,832696,5563,5516
2011,VA,22043,12181,4628,1106932,5930,175411,5428,43587,10447,812352,4205,4095
2011,VA,22044,6647,2182,526416,2719,80957,2472,19759,5107,379107,2117,2105
2011,VA,22046,8117,3443,973846,4580,168826,4228,42450,7035,727894,3036,4179
2011,VA,22060,3331,2006,209312,939,26599,682,3603,2826,128944,1901,2617
2011,VA,22066,8085,4681,2501896,5552,389756,5044,134188,6884,2044414,3283,7737
2011,VA,22079,15244,6290,1259710,8098,243118,7429,47795,12765,859069,5807,6775
2011,VA,22101,13786,7173,4146861,9407,756420,8472,225126,12016,3274269,5891,21100
2011,VA,22102,11591,4596,2994311,6365,446311,5670,154503,10221,2448427,4081,12638
2011,VA,22124,8400,4359,1806087,5648,275001,5223,92960,7368,1457993,3320,6754
2011,VA,22134,2087,1013,83479,237,4656,144,609,1841,46113,1104,1277
2011,VA,22150,14229,5032,881762,6108,151688,5480,27325,11240,586854,4871,4731
2011,VA,22151,8826,3700,633233,4528,111517,4052,22944,7197,433323,3134,3234
2011,VA,22152,13981,6360,1218606,7896,218568,7201,50288,12095,864068,5326,5901
2011,VA,22153,15185,7508,1425637,8946,254202,8187,56230,13030,1019719,5877,6507
2011,VA,22172,4428,1436,252411,1672,47297,1529,8156,3535,155887,1555,1860
2011,VA,22180,11716,5307,1277282,6669,218575,6050,53307,10138,945505,4317,4332
2011,VA,22181,7021,3545,1032382,4310,172417,3991,47940,6121,792916,2746,3746
2011,VA,22182,11743,6314,2306875,7601,380827,7023,110601,10121,1816639,4599,6772
2011,VA,22191,30371,9791,1720519,13475,319398,12362,54067,24562,1074875,11404,13826
2011,VA,22192,27017,10648,2068291,14339,375511,13194,76114,23048,1420862,10242,12212
2011,VA,22193,35501,13441,2141664,17338,411539,16115,73779,28831,1352775,13579,16816
2011,VA,22201,21133,4264,2236097,8862,267164,8311,87017,19755,1793203,5494,4928
2011,VA,22202,13443,3069,1267203,5571,149281,5019,42632,12576,1004880,3395,3050
2011,VA,22203,12668,2667,1060385,5014,127807,4616,36115,11281,822976,3361,3329
2011,VA,22204,27573,6774,1678744,10607,234968,9881,51117,23181,1176663,8023,7331
2011,VA,22205,8525,3747,1049775,4996,179047,4642,46344,7574,791931,3216,2775
2011,VA,22206,12484,2911,999586,5917,132506,5531,33940,11361,758459,3452,2749
2011,VA,22207,15000,6964,2797777,9527,472826,8802,138370,13362,2191207,5940,8049
2011,VA,22209,7540,1323,913605,2754,94595,2495,33120,6841,717969,2028,2345
2011,VA,22211,492,77,19311,42,860,23,82,463,12957,227,147
2011,VA,22213,1677,692,226364,1014,37083,937,9932,1543,174129,594,530
2011,VA,22301,5974,2339,743871,3480,123671,3271,33118,5416,566616,2147,2638
2011,VA,22302,9849,2876,1055786,5285,163364,4812,44789,8753,808735,2930,3577
2011,VA,22303,8560,2219,566047,3737,82003,3373,16849,7520,405108,2539,2268
2011,VA,22304,25475,6264,1917959,11183,292860,10291,72418,21998,1390225,7666,8609
2011,VA,22305,8212,2078,589067,3548,91316,3327,20854,6861,418454,2605,2804
2011,VA,22306,15875,4675,915359,6228,150399,5717,29392,12547,595802,5606,5861
2011,VA,22307,5387,2079,678991,3313,116455,3015,30289,4813,516346,1839,1786
2011,VA,22308,5842,3365,892021,4129,162265,3698,42151,5204,672791,2522,2396
2011,VA,22309,16042,5304,1204232,7604,213277,6948,45592,12953,829361,5770,6178
2011,VA,22310,15254,5678,1261888,8263,225680,7588,47862,13026,893966,5027,4945
2011,VA,22311,10275,2331,611433,3645,85623,3337,16998,8438,426731,3140,2845
2011,VA,22312,15897,4688,1000131,6923,165811,6374,34923,12685,680033,5299,5123
2011,VA,22314,17825,5227,2259516,9623,351030,8723,96731,16245,1765971,5289,5655
2011,VA,22315,13983,5671,1317359,8392,231972,7665,51113,12550,953409,5187,5292
2011,VA,22401,11192,3105,687481,3604,98367,3224,20621,8770,471963,3408,3474
2011,VA,22405,13486,6209,960156,6544,163562,5987,34162,11162,650090,4909,5959
2011,VA,22406,9977,4568,728413,4892,133548,4318,24992,8253,487472,3629,4310
2011,VA,22407,25909,10965,1603360,12136,283954,10965,53773,20951,1041489,9311,11509
2011,VA,22408,12449,5344,803054,5892,140601,5432,28294,10084,527957,4557,5515
2011,VA,22427,1530,613,71892,507,10473,451,1798,1171,44096,427,446
2011,VA,22432,412,167,18356,124,3137,106,398,295,10531,117,87
2011,VA,22433,113,61,5292,43,895,40,167,86,3045,40,44
2011,VA,22435,1108,446,43725,272,5527,224,796,737,24374,298,236
2011,VA,22436,368,120,14991,98,2008,85,338,261,8321,102,106
2011,VA,22437,267,92,10273,94,1665,83,241,199,5702,61,45
2011,VA,22438,226,90,11902,70,2499,59,194,167,5519,71,73
2011,VA,22443,3754,1451,181812,1379,28504,1207,5046,2806,113676,950,949
2011,VA,22448,815,349,56229,319,7278,293,1798,728,39308,352,342
2011,VA,22454,753,301,31089,222,4465,194,718,534,18272,202,203
2011,VA,22460,732,281,28504,195,3796,168,511,544,16131,214,182
2011,VA,22469,859,253,36165,259,5598,227,926,588,20814,225,211
2011,VA,22473,2055,894,105064,756,18354,644,2565,1520,65071,558,421
2011,VA,22476,158,54,6144,38,738,31,98,110,3500,41,40
2011,VA,22480,645,292,52631,411,13196,295,1657,529,35010,212,113
2011,VA,22482,1674,626,91306,588,13786,480,2515,1240,60489,436,317
2011,VA,22485,9801,4492,653880,4736,112047,4337,22992,8080,434528,3522,4487
2011,VA,22488,696,278,27657,192,4444,154,707,411,15060,152,99
2011,VA,22503,1558,626,77079,515,12422,431,2182,1123,47748,450,344
2011,VA,22504,141,50,5611,43,792,41,148,107,3305,39,19
2011,VA,22508,6086,3030,388538,3044,68669,2651,11789,5070,255240,2012,2352
2011,VA,22511,649,318,31445,188,4460,153,647,436,19406,159,130
2011,VA,22514,1043,433,46973,342,6861,310,1191,806,28130,302,312
2011,VA,22520,2455,1023,117453,825,17844,713,2955,1818,71541,679,653
2011,VA,22534,1270,563,61187,502,10356,465,1787,979,36611,401,501
2011,VA,22535,306,124,19996,121,2920,110,527,232,13710,83,64
2011,VA,22538,133,54,5357,27,481,26,97,105,3141,41,36
2011,VA,22539,1011,534,61500,432,9886,341,1655,763,41355,257,168
2011,VA,22542,848,381,41864,343,7014,313,1286,649,25512,276,329
2011,VA,22546,7142,2785,363015,3059,60138,2807,10670,5824,224600,2544,3110
2011,VA,22551,8232,3926,580775,3749,96712,3436,18714,6596,394205,2760,3216
2011,VA,22553,7020,3383,515666,3500,92629,3154,18631,5840,347534,2557,3256
2011,VA,22554,22461,10665,1767252,11740,322591,10538,65034,18909,1196264,9225,11851
2011,VA,22556,11629,5444,867352,5879,162102,5373,32248,9614,576908,4413,5602
2011,VA,22560,3290,1112,150492,1016,21562,899,3736,2424,92450,1016,1003
2011,VA,22567,1298,629,65573,488,10662,429,1803,1003,39943,387,463
2011,VA,22572,2519,996,109022,779,14830,674,2633,1864,64676,799,821
2011,VA,22576,704,282,38104,261,7592,222,1091,492,23570,199,180
2011,VA,22578,1155,527,78031,484,13594,410,2403,879,53479,344,347
2011,VA,22580,2137,845,97262,705,14961,638,2618,1611,58411,596,667
2011,VA,22601,12709,4099,698402,3786,90371,3388,22323,9562,468766,3801,3627
2011,VA,22602,12911,5894,828229,5451,125811,5004,29034,10394,558288,4571,5499
2011,VA,22603,6580,2893,374678,2346,58844,2055,11435,5076,243221,1977,2112
2011,VA,22610,866,424,49091,360,9165,319,1482,669,30918,273,255
2011,VA,22611,4090,1830,287509,1832,47727,1643,10423,3341,196256,1275,1481
2011,VA,22620,1020,479,75358,473,13612,414,2883,850,51179,342,399
2011,VA,22623,252,118,11673,81,1478,72,263,196,7113,90,98
2011,VA,22624,1200,599,69215,485,11038,442,2144,947,44976,391,432
2011,VA,22625,1559,857,97259,730,16450,678,3180,1274,62928,569,706
2011,VA,22627,406,175,30139,185,5200,158,981,326,20993,115,128
2011,VA,22630,13999,5614,730036,5229,112229,4628,20953,10843,465348,4175,4843
2011,VA,22637,994,487,48514,353,7366,319,1307,765,29811,288,334
2011,VA,22639,312,147,42817,172,8563,151,1730,263,31420,105,121
2011,VA,22640,152,75,12127,79,2272,70,465,127,8338,46,36
2011,VA,22641,123,55,5479,43,720,37,119,97,3340,36,32
2011,VA,22642,2029,917,127293,1058,21757,960,4343,1704,84855,656,809
2011,VA,22643,175,92,21922,99,4093,85,677,151,16195,61,41
2011,VA,22644,1015,484,54147,388,7797,351,1395,815,35004,342,355
2011,VA,22645,1778,804,102752,673,16154,619,3318,1417,67059,555,603
2011,VA,22650,425,208,17881,118,2157,105,381,325,10732,124,153
2011,VA,22652,643,309,33864,268,5385,229,929,505,21269,188,190
2011,VA,22654,361,183,22119,148,3501,137,675,300,14385,112,117
2011,VA,22655,9269,4063,514710,3749,78326,3436,16163,7492,331906,3311,4255
2011,VA,22656,1335,610,72940,493,10719,457,2207,1071,47312,411,429
2011,VA,22657,5137,2121,246454,1741,33055,1530,6133,4061,154616,1633,1896
2011,VA,22660,813,366,37021,240,4549,214,786,628,22638,275,272
2011,VA,22663,698,293,36817,227,6091,198,1212,507,22666,196,202
2011,VA,22664,4146,1702,190326,1323,25504,1146,4636,3155,117489,1275,1291
2011,VA,22701,14509,5866,756064,5441,124499,4840,22013,11130,464070,4935,5749
2011,VA,22709,410,200,19389,129,2897,108,505,304,11816,125,128
2011,VA,22712,4250,1729,236031,1802,39250,1700,7480,3473,149180,1576,2037
2011,VA,22713,564,286,37373,267,7361,246,1470,440,24141,176,187
2011,VA,22714,508,222,30348,201,6514,184,945,399,18239,176,236
2011,VA,22715,515,267,27293,182,3628,162,692,402,17696,169,188
2011,VA,22716,406,188,25175,169,4275,138,775,310,16715,114,121
2011,VA,22718,309,132,16026,111,2433,100,465,246,10153,78,73
2011,VA,22719,145,72,7682,43,806,38,182,113,5105,40,20
2011,VA,22720,420,220,27180,214,5015,194,932,341,18020,121,123
2011,VA,22724,1059,601,86965,603,16590,545,3371,875,59279,352,382
2011,VA,22726,336,157,18386,156,3335,133,608,255,11437,100,109
2011,VA,22727,2353,1137,133620,827,19015,731,3921,1868,86912,832,979
2011,VA,22728,1443,680,91756,634,16338,594,3179,1188,60063,448,541
2011,VA,22731,122,54,4882,40,653,32,110,91,2794,37,59
2011,VA,22732,123,59,6592,49,962,41,153,105,4142,42,38
2011,VA,22733,592,277,34938,212,5530,173,835,448,22545,189,272
2011,VA,22734,1410,576,73684,552,11538,510,2167,1121,45953,499,636
2011,VA,22735,910,426,47498,341,7433,300,1302,710,29785,304,332
2011,VA,22736,227,112,12707,99,2120,86,380,180,7954,78,85
2011,VA,22737,1346,650,75237,595,13427,533,2405,1056,47296,442,537
2011,VA,22738,434,210,22594,163,2968,140,524,352,13458,155,161
2011,VA,22740,648,301,46246,265,7931,224,1482,482,28584,183,188
2011,VA,22742,844,403,52157,414,9180,379,1731,703,34332,251,283
2011,VA,22743,99,42,6000,24,494,0.0001,0.0001,73,3501,27,14
2011,VA,22747,604,264,49380,272,8725,231,1563,502,34848,201,204
2011,VA,22749,140,76,17325,63,2279,57,662,107,13576,41,125
2011,VA,22801,13033,4816,683953,4549,103804,3948,19964,9931,439921,4552,4458
2011,VA,22802,11500,4110,472228,3207,64159,2769,10294,8516,274913,3821,3567
2011,VA,22810,498,238,31210,230,4747,192,858,407,21640,125,74
2011,VA,22811,228,126,8850,38,537,34,97,177,4990,71,65
2011,VA,22812,3739,1821,192925,1346,29791,1157,4827,3040,121482,1338,1406
2011,VA,22815,3864,1805,174199,1165,21546,1045,4156,3044,106148,1342,1476
2011,VA,22821,2610,1227,117050,697,13439,608,2324,2067,70230,893,985
2011,VA,22824,2772,1242,127741,871,17702,763,3122,2163,77730,894,864
2011,VA,22827,4740,2085,204402,1185,22088,1096,4265,3688,123424,1431,1516
2011,VA,22830,729,372,27349,132,2276,120,411,558,15277,242,248
2011,VA,22831,403,173,15259,93,1487,84,233,326,8733,134,117
2011,VA,22832,532,262,25780,153,2856,136,565,427,16380,187,197
2011,VA,22834,563,278,27233,177,3656,160,671,452,16884,182,205
2011,VA,22835,5242,2279,219449,1342,25853,1144,4328,3942,131955,1467,1472
2011,VA,22840,2087,1026,120840,856,18224,780,3669,1705,79063,734,819
2011,VA,22841,1334,649,82595,437,11320,391,3169,1079,55293,442,474
2011,VA,22842,2261,966,105111,633,11644,559,2030,1698,66177,718,688
2011,VA,22843,1031,539,46624,266,4917,229,833,797,28129,338,384
2011,VA,22844,2019,905,91383,631,12595,553,2085,1508,55618,618,605
2011,VA,22846,873,467,57270,406,9607,360,1783,714,37815,326,379
2011,VA,22847,432,195,17492,132,2246,123,377,327,10193,117,120
2011,VA,22849,2189,968,88605,543,9359,491,1715,1664,51338,637,691
2011,VA,22850,422,223,21509,107,2036,105,460,340,13936,143,164
2011,VA,22851,2448,1058,87665,520,9528,456,1524,1751,47836,714,708
2011,VA,22853,2033,912,78451,470,8575,432,1419,1552,44375,660,648
2011,VA,22901,16332,6036,1436870,6520,238977,5777,55343,13198,1028256,5813,6809
2011,VA,22902,10581,3089,691295,3572,108992,3197,22032,8357,472276,3225,3826
2011,VA,22903,14504,4349,1188587,5022,166635,4173,39932,11651,881643,4693,7073
2011,VA,22911,7771,3522,631857,3729,103626,3337,22046,6477,445789,3025,3754
2011,VA,22920,1896,875,115155,655,16685,588,3377,1484,76948,590,628
2011,VA,22922,789,320,31301,194,3803,176,607,580,17639,220,238
2011,VA,22923,2388,1175,144894,1003,22009,910,4546,1944,95549,864,1076
2011,VA,22931,224,87,10246,59,1032,56,253,178,6359,68,54
2011,VA,22932,3383,1690,265289,1596,42426,1455,9869,2802,185197,1317,1680
2011,VA,22935,419,187,18400,101,1914,90,319,324,10570,122,132
2011,VA,22936,2581,1303,237539,1323,40956,1167,9281,2092,170899,937,1234
2011,VA,22937,586,194,23991,189,3631,169,592,449,13746,176,146
2011,VA,22938,608,247,29019,194,3746,162,725,465,18536,177,178
2011,VA,22939,2473,1244,151424,1042,22064,933,4646,2033,101147,878,1016
2011,VA,22940,583,290,58659,246,9259,216,2459,470,43359,192,258
2011,VA,22942,3625,1564,191414,1354,28216,1184,5175,2888,122940,1186,1264
2011,VA,22943,307,118,20610,99,3370,79,553,235,13883,94,117
2011,VA,22946,128,54,6120,46,664,43,127,98,3971,39,39
2011,VA,22947,2361,1207,386266,1243,88208,1105,16564,1940,275664,878,1349
2011,VA,22948,113,53,5530,43,979,41,140,86,3406,32,25
2011,VA,22949,699,293,33896,228,4490,194,842,535,21341,197,175
2011,VA,22952,1003,473,43516,290,5546,259,991,751,26279,276,250
2011,VA,22958,968,513,77574,505,14002,431,2840,783,54775,295,176
2011,VA,22959,821,349,52481,314,8507,263,1468,633,35401,273,254
2011,VA,22960,4555,1811,219579,1434,32266,1233,5314,3478,135358,1390,1623
2011,VA,22963,6988,3477,418682,3308,66717,2950,12328,5852,274840,2563,3144
2011,VA,22964,143,55,6367,35,629,31,111,107,3606,42,32
2011,VA,22967,1007,444,52242,283,6490,249,1323,754,33859,280,275
2011,VA,22968,4444,2092,246607,1814,38142,1674,7604,3553,157385,1582,1909
2011,VA,22969,564,251,22633,148,2502,129,447,433,13251,157,177
2011,VA,22971,697,299,29225,192,3398,166,624,518,17426,180,194
2011,VA,22972,217,96,16266,73,3354,63,424,167,8495,74,118
2011,VA,22973,2735,1177,136027,892,18292,808,3429,2132,86435,815,907
2011,VA,22974,1931,898,125116,830,21055,764,3745,1588,83357,675,775
2011,VA,22976,109,52,3480,0.0001,0.0001,0.0001,0.0001,76,1646,43,25
2011,VA,22980,14813,5997,672072,4405,82256,3948,15593,11352,416867,4621,4699
2011,VA,23002,4745,2137,220300,1617,32143,1484,5403,3656,132868,1443,1604
2011,VA,23004,438,144,13794,87,1420,79,211,305,7058,117,76
2011,VA,23005,7435,2822,452295,2758,64147,2510,14553,5882,310265,2383,2354
2011,VA,23009,3053,1458,163734,1440,28016,1335,5007,2516,102527,1105,1402
2011,VA,23011,547,252,35169,236,5346,217,1137,440,24048,157,171
2011,VA,23015,2036,1013,130802,937,21436,849,4407,1660,87100,669,833
2011,VA,23022,367,110,12608,80,1241,68,170,264,6867,100,91
2011,VA,23023,155,72,7360,51,1013,45,188,111,4021,39,25
2011,VA,23024,3515,1723,209322,1628,36027,1478,6845,2864,136074,1130,1251
2011,VA,23025,106,50,5789,39,959,30,121,88,3623,39,20
2011,VA,23027,576,250,23610,182,3337,163,540,436,13455,176,205
2011,VA,23030,2377,834,112633,752,16661,683,2851,1889,70042,704,656
2011,VA,23032,140,50,5287,42,719,37,119,107,3012,39,32
2011,VA,23035,614,301,34231,224,5001,197,813,494,22215,207,201
2011,VA,23038,816,330,36034,276,5259,249,975,613,21615,241,256
2011,VA,23039,491,234,67454,267,10745,239,2885,408,49334,176,228
2011,VA,23040,1939,739,71673,520,9131,465,1430,1406,39335,592,553
2011,VA,23043,853,403,49725,335,8607,280,1531,627,32339,207,135
2011,VA,23047,1115,483,63236,421,10117,369,2190,864,41397,317,321
2011,VA,23050,359,189,19083,146,2908,129,512,287,12083,122,108
2011,VA,23055,513,226,25779,155,3376,131,565,390,16029,167,188
2011,VA,23056,161,84,8468,54,1094,46,241,124,5308,47,41
2011,VA,23059,13981,7397,1509828,8230,245979,7629,65903,12013,1115418,5719,7310
2011,VA,23060,17132,7417,1149692,8816,185952,8142,40720,14589,788244,6501,7580
2011,VA,23061,9256,4427,497144,3803,79749,3391,13999,7408,316291,3172,3779
2011,VA,23062,1428,559,74997,515,10672,443,1863,1181,49476,423,383
2011,VA,23063,2184,942,128945,902,20471,830,3950,1721,83256,685,758
2011,VA,23065,763,359,42189,333,6414,316,1251,622,27538,251,278
2011,VA,23068,136,74,7485,66,1525,56,186,112,4602,40,36
2011,VA,23069,1453,617,86276,567,13181,506,2526,1138,51613,432,465
2011,VA,23070,218,125,13235,99,2032,86,343,168,8948,55,39
2011,VA,23071,726,353,44207,286,7068,252,1520,570,29375,216,204
2011,VA,23072,4782,2137,252290,1799,37490,1594,7029,3807,161666,1539,1677
2011,VA,23075,4733,1088,163651,1331,20571,1234,3102,3596,90475,1429,1466
2011,VA,23076,304,145,16057,103,2028,88,393,242,9772,112,97
2011,VA,23079,125,56,5078,42,616,37,76,97,3010,38,34
2011,VA,23083,873,381,35311,258,4531,238,802,641,20335,251,302
2011,VA,23084,813,377,44264,333,6907,297,1316,657,28415,253,277
2011,VA,23085,208,72,9643,64,1282,52,210,160,6145,55,40
2011,VA,23086,1407,662,71428,628,12461,579,2142,1144,43986,474,562
2011,VA,23089,2369,1121,136031,962,20949,858,4216,1903,89554,734,743
2011,VA,23091,127,59,5619,51,878,44,144,99,3381,37,40
2011,VA,23092,256,104,13963,77,1749,70,341,202,9308,74,71
2011,VA,23093,5617,2312,273611,1959,41191,1786,7464,4365,168813,1762,1949
2011,VA,23102,1195,631,104419,611,17460,566,4210,1026,74298,435,499
2011,VA,23103,2568,1483,487729,1554,77513,1387,25287,2194,387222,1001,1637
2011,VA,23106,481,208,23436,196,3837,177,627,378,14192,144,162
2011,VA,23109,1061,483,57722,394,9318,335,1564,805,37198,326,342
2011,VA,23110,332,138,17167,122,2376,108,471,265,11159,82,71
2011,VA,23111,17560,7990,1056736,8369,174095,7617,34876,14602,697762,6351,8029
2011,VA,23112,22641,10225,1519606,11737,253012,10813,54022,19145,1030543,8943,11572
2011,VA,23113,11605,6279,1510872,6960,244037,6347,69556,9770,1154677,4400,4662
2011,VA,23114,8742,4431,674735,5046,115201,4645,26043,7466,468752,3609,4624
2011,VA,23116,13245,7022,1065126,7324,179728,6830,42915,11161,747091,5296,6376
2011,VA,23117,4247,1948,267275,1781,43313,1580,7492,3401,161577,1219,1217
2011,VA,23119,146,79,8508,69,1322,65,236,129,5652,46,25
2011,VA,23120,3023,1821,302040,1867,55554,1766,12945,2581,212691,1273,1596
2011,VA,23123,774,268,27550,158,2786,139,469,565,15044,212,190
2011,VA,23124,1551,797,95057,754,15568,696,3134,1313,62605,519,684
2011,VA,23126,214,79,8534,70,1347,59,185,167,4646,64,54
2011,VA,23128,617,268,40151,242,6702,211,1309,468,26955,185,184
2011,VA,23129,211,107,20087,107,3535,99,904,169,14568,63,40
2011,VA,23138,423,226,22411,152,3576,124,573,321,14084,117,104
2011,VA,23139,11168,5702,725570,5528,122530,4995,25546,9189,483362,3949,4863
2011,VA,23140,2655,1286,177633,1248,30458,1139,6166,2178,119385,809,892
2011,VA,23141,3262,1588,224831,1665,36797,1536,8188,2729,154460,1169,1805
2011,VA,23146,1495,769,121373,737,18875,671,4547,1231,87154,515,556
2011,VA,23148,727,265,29674,212,3609,181,590,560,17611,215,221
2011,VA,23149,1275,543,53511,360,6920,316,1137,943,31764,359,332
2011,VA,23150,6171,2232,290101,2346,42769,2158,8138,4973,181228,1879,2013
2011,VA,23153,671,367,52348,383,9221,362,2109,573,35948,236,279
2011,VA,23156,721,293,31387,213,3809,193,731,551,19108,192,195
