ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
24527,VA,Blairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123093,123738,124197,124777,125136,125133,125665,126171,126322,125877,126001,126258,126760,126428,126264,126655,126660,127489,127248,127291,127287,128022,128211,128520,128338,128363,128075,127413,127919,127338,127236,126580,126784,126903,126311,125051,123896,123609,123008,122450,121353,121088,120568,120003,118980,117993,117294,116712,116148,115340,114853,114360,113986,113761,113801,113909,113950,113958,114100,114147,114384,114614,114746,114628,114097,113078,111923,111173,110823,110590,110288,110131,110040,109968,110052,110201,110991,111879,112651,112767,112792,112788,112845,112877,112894,112879,112830,112852,112714,112642,112814,113254,113601,113881,114158,114405,114614,114726,114764,114855,114927,115092,115103,115204,115400,115583,115756,115862,116090,116470,116898,117217,117360,117564,117748,117907,118124,118371,118687,118833,118936,118985,119107,119234,119487,119634,119856,120070,119816,119642,119448,119740,119997,120223,120439,120705,120976,121264,121601,121963,122495,122905,123245,123508,123732,124057,124355,124778,125136,125534,126075,126579,127309,127855,128421,128700,129012,129317,129604,129779,129976,130308,130970,131731,132459,133118,133862,134590,135075,135507,135999,136586,137150,137564,137614,137583,137417,137396,137274,137260,137362,137414
24556,VA,Goode,,,,,,94135,94954,95682,96580,97512,98219,99207,99255,98808,98655,99008,100074,101120,102037,102313,103013,103794,105130,105987,107904,110571,112926,114658,115140,115492,115385,116164,117333,118316,118960,119627,120815,121909,122618,122953,123391,124149,125228,126140,126796,127459,127932,128663,129238,129808,130523,131449,132668,133776,134604,135493,136185,136914,137697,138666,139688,140533,141149,141921,142431,142988,143469,143958,144601,145226,146215,146951,147529,148214,149203,150423,151403,152464,153523,154205,154822,155288,156071,156782,157636,158344,159029,159556,160662,161726,162781,164195,165873,167975,169096,170422,171612,173696,176122,178685,180872,182892,185277,187937,190679,193127,195532,197522,199866,203022,207363,211972,215926,218808,220898,221808,221873,221613,222954,224806,226735,226111,222947,219555,217795,218045,218611,219754,221813,224533,226140,228092,229050,230595,232086,233407,233564,234006,235189,237944,240002,241259,241836,241553,241640,241520,241659,241564,241633,240944,239741,237169,234776,232647,231286,230139,229085,228250,227616,226912,226071,224939,223587,222344,221371,220536,219781,218938,218341,217797,217604,217386,217317,217044,216661,216148,215385,214900,214148,213541,212705,211996,211232,210683,210256,210178,210215,210104,209901,209430,209082,208758,208475,208290,208046,207806,207557,207285,207278,207397,207836,208216,208726,209085,209390,209641,209926,210241,210275,210208,209964,210066,210192,210522,210849,211373,212266,213111,213972,214737,215430,216208,216513,216799,216879,217418,218105,219022,219765,220458,220823,221308,222454,223924,225912,227538,229263,230430,231170,231293,231088,230800,231495,232125,232805,232880,233691,234603,235140,235112,234983,235530,236139,237375,238065,238919,239495,240210,240844,240799,241282,241582,242808,243987,246018,247536,248379,249170,249508,249891,250807,252744,254816,255831,256261,255755,255250,254505,254983,254936,255239,255393,254931,254262,253409,253651,253997,255041,255758,256867,257566,258776,260148,261783
20135,VA,Bluemont,148030,148207,148370,148520,148647,148605,148793,148825,149344,149761,150369,150878,151225,151254,151011,150559,150399,150449,150962,152019,153095,154071,154260,154315,155236,157041,159238,162085,164842,167082,167798,167346,165434,164110,164055,165167,165086,164328,163499,162992,161618,161905,162634,164955,168088,171204,174038,175521,177725,179928,182401,184514,188001,189558,192138,194235,197658,200516,202748,206188,209678,213158,215826,218125,219920,221918,223283,224188,224593,225512,227419,228870,230450,232144,234327,237215,239469,242411,245116,249241,252729,255867,258822,262014,265295,268288,271261,273636,276194,279362,282829,285723,288858,292790,295763,297915,298882,300765,303686,308031,313057,317363,321676,326366,331647,337115,343614,350882,359809,367569,375421,381271,387577,394274,402191,408576,413942,418347,422574,426115,429214,433164,435545,438010,440873,443019,443306,442107,441503,440771,440385,440415,440890,441685,442627,443950,441950,438809,434478,433878,432575,432089,429188,425487,419898,413095,406661,400600,396752,394518,395182,393999,392988,389346,386653,384338,382958,381051,378850,375973,374195,371929,369098,365896,363177,361844,361598,361489,362054,364367,366300,368212,367779,368052,367906,368157,367831,367804,366877,365918,363977,361524,359913,358837,358872,358231,357069,355775,354531,353448,352945,352271,351962,351682,351507,351446,351195,350724,350469,350402,350842,351206,351441,351981,353208,353958,354025,353227,352875,353085,353599,353735,353719,353781,354325,354972,355246,356009,356968,358787,360196,361190,361805,362646,363010,363150,362594,362072,361171,360603,360610,360515,360300,360383,360525,360558,361115,362045,363143,363414,363590,363097,361965,360953,360228,360072,359875,360810,361322,361931,361794,362743,364015,365633,367569,369440,371202,372180,373690,374325,375026,375377,377548,379501,380935,381267,381875,383333,385186,386786,387677,388803,390191,392134,394605,397539,401344,405202,408290,410312,411340,412891,414394,416168,418076,419678,420104,420109,419666,419728,420188,421016,422341,423431
23146,VA,Rockville,,,,,,,,,,,,,,,,160906,160973,161868,163075,164287,164828,164825,164947,164981,166126,168195,170082,172164,173727,174219,174163,174644,176372,178360,179802,181884,182610,181992,181251,180326,181014,182586,184836,185902,186511,188088,190208,191561,192884,194288,196590,198567,199861,200277,201403,203482,205673,207449,209449,211175,211718,212018,211704,212462,212610,213377,212697,212015,210947,210964,210887,211126,211935,213504,215253,216449,217768,219663,222188,225014,227793,229459,231081,233342,236170,238136,238901,239945,241690,243349,244278,244763,245579,247573,249324,249840,249536,250044,253291,256441,258612,258486,260370,263157,266537,267853,269513,272676,276586,279602,281284,282863,286887,292389,296952,299951,303575,308769,313796,317224,320738,324991,328688,332678,334853,338208,340509,343277,343990,344244,344280,345282,345445,345413,345634,345356,345111,344232,344710,345132,345166,345033,345444,346147,346713,346509,346500,349154,350782,350990,348487,348046,348464,349057,347384,343694,340036,337484,335877,329560,324012,320633,320113,316779,312753,308837,307856,307614,307263,305377,302338,303142,304120,303402,300574,299179,298963,298333,296281,294868,293502,291997,290568,286757,283036,279895,278475,277306,275394,274652,273440,271996,269815,270019,269836,270500,270183,270401,270459,270394,270514,269935,269662,269695,271202,271653,273005,274072,276697,278053,279370,279860,281294,282384,284133,286070,287718,289100,289324,290117,289765,290881,291656,293265,294076,295203,296233,296244,296360,296249,297633,298262,299273,299158,299070,299096,299346,299884,299701,300083,300138,300384,300306,300840,301803,302392,302853,302685,302950,302978,303615,304343,305079,306237,307557,308936,310046,313133,316470,320363,322540,324932,327568,330100,331996,333484,334442,336380,337232,337443,336527,336286,336784,338437,340068,342413,344222,345185,345366,344020,343834,343823,345340,346075,346651,346374,346001,345211,345247,346111,347887,350381,352639,354740
23149,VA,Saluda,78569,78555,78616,78671,78406,78051,77841,77994,78010,78083,78088,78106,78251,78624,79271,79573,79809,80150,80064,79921,79746,79811,80097,80505,81076,80825,79575,78397,78408,78845,79761,79812,80607,80922,81408,81545,81006,81130,82060,83807,84920,85256,85500,86242,86031,85882,84958,84599,84843,85511,86458,86982,86903,87020,87042,88136,89316,90594,91588,92756,93428,93875,93745,93784,94502,95940,97480,97844,97877,98102,99229,100039,101182,102048,103435,104336,105398,105799,106282,106608,107458,108081,109008,109905,111302,112286,113043,113636,113762,114236,115063,116938,119133,121839,124139,126435,127707,129410,130995,133546,137093,140747,143584,146258,148396,150239,151195,152703,155521,159437,163591,167409,170201,173150,176391,178791,180869,182855,185346,187690,189167,190178,190856,191432,192151,192658,193154,193751,194695,195894,197511,198595,199286,199647,200626,201572,201751,201179,200639,200617,200566,200084,199411,198542,198000,197039,195679,194018,193361,193222,192737,192018,191502,191363,191084,191145,191248,191090,190473,189918,189182,187913,187285,186646,186440,185487,184597,183472,182630,182342,182481,182678,182456,182709,182533,182390,181479,180760,180332,180098,179945,179332,178750,178033,177883,177767,178137,178290,178675,179295,179614,179863,179319,179235,179083,179433,179415,179443,178970,178810,178714,178909,178976,179105,179308,179531,179521,179350,179395,179519,179723,179707,179653,179490,179547,179699,180521,180988,181648,181925,182362,182598,182957,183365,183927,184144,184360,184443,184498,184831,185237,185902,186190,186457,186654,187091,187172,187643,188095,188911,189401,189841,190368,190986,191590,192111,192474,192800,193454,194032,194657,194826,194927,194803,194505,194141,194189,194511,195267,195746,196009,196068,196399,196940,197495,198080,198653,199403,199761,200099,200233,200505,200867,201339,202224,203231,204367,205265,206151,207026,207785,208321,208667,209091,209629,210166,210229,210171,210019,210069,210141,210112,210231,210422
20776,MD,Harwood,254343,254107,253999,253387,253294,251962,251238,250685,252265,253413,253982,253615,253340,253364,253432,254047,254532,258173,261446,263536,261378,259604,259026,261064,263341,265527,266592,267665,267496,264618,260804,258981,260174,262298,264283,264164,263393,262104,262182,262211,263716,266374,270176,273664,276325,278447,279964,281917,284830,288032,292075,295620,297677,299523,302110,304809,306282,306500,307975,310009,311872,312598,313394,314001,316471,318153,319042,318348,320132,323575,327184,330004,333116,338387,341883,346192,349743,355376,360722,367143,371642,376135,379711,384363,389421,393497,398987,403948,408221,411608,415159,420276,427543,434044,440869,446337,451915,458854,465288,471351,479387,487201,495183,502587,508613,515855,523642,534091,544526,553527,562045,573012,581239,591228,602270,612832,621212,629277,635535,640419,642217,642552,645507,645318,649463,652203,654815,654307,654692,652637,654556,654942,657069,657464,654793,653709,649055,641857,634074,628561,625816,622228,614475,607261,600823,599076,596941,596215,593159,591355,585200,580558,574381,574218,573935,571130,566354,560231,555572,546341,539711,535300,537387,540103,541445,536051,530509,529049,529401,527685,524970,525182,525987,525730,523650,519995,515577,514129,513913,513596,512085,512992,514561,515842,515822,513061,509734,505064,503769,502118,500597,497104,493921,489250,485340,481965,480092,479391,478998,480625,480751,479886,478615,477902,478655,481620,484948,488108,491757,496608,499258,498378,497498,499157,501676,504765,506758,506500,504516,502115,497636,493549,491542,495169,497860,499815,500107,500587,500969,501360,502398,502699,504499,504818,504837,502466,501720,501791,501443,501049,500580,501169,501624,503175,505683,508364,510384,510225,510027,508842,510442,510508,510871,511578,513415,514688,512684,511755,512389,515384,518013,520564,522665,524873,525396,525139,523594,523679,524915,526779,527190,526939,525386,521332,516239,512763,511139,510902,509798,509493,509857,509138,508748,506917,507155,509428,512164,513967,515207,515765,517509,518195,518674,519696
21028,MD,Churchville,177714,178405,178844,179859,181267,182637,183718,184044,184029,183917,183825,184228,184415,184412,184005,183921,183206,182170,181185,181006,181595,182271,182960,183014,183452,183964,185559,186581,187460,188853,190640,192714,194003,195097,195900,196189,196347,196692,196951,197577,198440,199081,199722,200093,200710,201545,202570,204531,206166,207634,208374,208908,209667,210426,210684,210840,211174,212237,213381,214126,214552,214740,215314,216085,216416,216661,217363,218198,219397,220352,221541,222468,223902,226135,228591,231086,233796,236531,238988,241772,244076,245689,246590,248569,251171,254058,256293,258398,260341,262737,265591,268255,271480,275237,279420,282786,285026,286955,289354,292685,296738,301009,305356,310076,315043,319805,325311,331222,338744,345178,351837,357459,362793,367995,372374,376585,379731,384499,388547,391871,392850,393675,395112,396738,399554,401765,404704,406587,407395,405928,405583,405349,407069,408559,409357,410318,409535,409090,408058,408016,408977,409804,406941,405078,401010,398356,394948,390380,386784,382726,380749,377747,374000,370430,368228,365042,361901,360226,359249,360916,360169,359272,354154,349983,347243,346703,347153,347411,349053,347896,345337,340543,337876,336522,338075,339548,340565,338507,336616,335053,333378,332535,333826,335503,336137,335155,333207,331882,330566,331447,331778,332134,332486,332410,331357,330351,331248,332011,332602,332163,331448,330910,329863,329870,329666,330747,332187,333237,332459,333942,337722,341235,344132,345614,348671,349273,348579,346956,346760,348587,351203,350486,347612,345586,344960,344511,342417,342077,343452,345576,346300,344748,342831,341650,341270,341145,341516,342615,344576,346424,348261,349132,348979,348543,348964,351825,355503,358397,360365,361046,360937,359916,358806,359049,359734,362717,364427,365311,363460,362120,360688,362079,364603,369199,371564,372707,373134,373749,374564,374007,374662,375758,377762,378284,377761,375107,374979,375516,376879,376043,376181,377002,377854,377686,377864,378090,378773,380398,381348,382302,383056,385111,386717,388763
20623,MD,Cheltenham,184362,183531,183316,182619,182833,182696,182757,182555,182718,182775,182469,181783,180988,181060,181191,181583,180902,180881,180766,181019,180804,181061,181839,183030,183652,183702,183284,183094,182821,182429,181911,181437,181168,180146,179029,178092,178688,179634,180554,180772,180820,180536,180059,179811,179446,179988,180942,181915,181989,181530,181406,181126,181295,182159,184086,185728,187082,187993,188337,188742,188881,189782,190324,191538,192571,192944,192290,191880,192770,194347,197056,199392,202102,203925,206323,208342,210256,212333,215034,218012,219704,220812,221315,223257,225517,228048,230445,233142,236712,239787,242789,245255,248942,252639,256443,258391,260504,263594,267544,271171,274355,278338,282648,287426,291512,296430,301467,307919,314805,320562,324449,329071,334580,342159,348138,353996,360499,368382,375025,381354,385492,392773,400289,408313,414213,417691,424292,429663,433848,434372,437534,439550,440310,437813,437391,435457,434300,432358,431058,429569,428314,425796,418869,411281,407115,403075,397551,391560,385480,378767,369112,361705,354300,348325,343710,339920,334510,329104,324001,320032,315506,310746,304011,296719,290558,286496,283704,280970,279067,276580,273307,269388,266630,265643,268099,270049,271306,269708,266905,264839,263586,263850,264724,265892,266653,267278,265798,264132,261665,262375,264280,265467,265098,263575,262684,261672,261804,261799,263495,265595,267813,268325,268547,269903,272649,275671,278022,280544,282005,284027,285959,289006,292751,295774,299102,301982,304312,306702,308114,309857,310171,309698,308327,307088,306160,307057,307229,306001,304006,302251,303187,304352,307318,309983,312747,314409,315534,316135,317098,319429,322139,324821,326912,328434,329681,330603,332665,333780,335395,336115,337309,337889,340109,342987,344939,345402,345675,347022,348702,351939,355713,359111,362236,365181,365768,365348,364954,367917,370888,373165,374236,374124,373169,373265,374031,376749,379429,382061,383861,384567,385292,385371,385706,386453,387838,388790,389271,388443,388467,388912,390238,391100,391995,393487
24089,VA,Fieldale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58298,58449,58555,58566,58350,57987,57837,57819,57796,57439,56951,56574,56483,56298,55975,55883,56132,56549,56764,56751,56821,57087,57587,57925,57946,57967,58010,58064,58041,58277,58342,58559,58626,59176,59614,60068,60340,60534,60872,60990,61250,61000,61008,60909,60926,60782,60657,60606,60833,61185,61587,61876,61616,61506,61408,61540,61768,61849,62076,62181,62162,62168,62047,62078,62383,62588,62821,62862,62755,62663,62336,62333,62282,62238,62076,62070,62204,62497,62652,62795,63063,63366,63798,63874,63994,63968,64176,64273,64411,64581,64837,65045,65210,65215,65225,65244,65310,65404,65606,65787,65967,65762,65544,65574,65797,66089,66108,66202,66296,66344,66469,66711,66993,67206,67374,67320,67045,66707,66480,66174,65754,65291,64583
24445,VA,Hot Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109777,110182,110649,111636,112800,114230,115260,116079,116310,115950,115595,114986,115033,114907,115051,115112,114972,114655,114591,114819,115523,116901,118173,119788,121032,122517,123535,124140,124604,124526,124972,125187,125660,126181,126797,127442,126969,126777,126765,127287,127502,127942,127938,128140,128756,129423,129809,129756,129977,130276,130582,131196,131849,132063,132331,132634,132519,132183,131775,130953,129797,128447,128524,128872,129376,129851,129991,130099,129606,129921,130213,131153,132962,134839,134530,132029,129519,128371,127879,127475,127545,128205,129047,129876,130129,130482,131190,132343,133230,133733,134174,134591,135024,134714,134390,133931,133617,133245,133330,134039,134905
20777,MD,Highland,315232,314881,314403,314747,315450,317318,318451,320408,321469,323504,325031,327029,327526,327951,328631,328892,329447,327838,327126,325055,324783,323269,322778,321253,322066,323492,326233,327540,327514,328364,329802,331737,332716,333679,334358,336355,337540,339010,339572,341352,343121,344484,344695,344608,345452,346800,348316,348642,349678,351665,353360,355052,356934,360199,364272,369613,373127,376438,379383,382620,385997,387862,391167,395370,400685,404009,404955,404857,408553,414167,421366,427278,433190,438609,444543,447954,451004,454601,462089,470302,478070,483310,487294,491741,495993,502620,508835,517188,523237,530363,534936,540369,542967,548254,552187,559514,566578,574504,580537,586249,594431,603285,612885,622560,632178,641178,653874,664063,675690,682495,691655,699927,710572,720414,735055,749136,762554,771736,778502,789871,799773,810965,817332,826183,833033,841444,842228,841549,842266,842523,841669,833083,825688,822908,823920,825802,822117,814484,807582,799044,791924,789813,788905,788151,780885,771141,763459,754196,747667,739197,730932,725979,721121,713547,703367,696079,696328,693753,686813,676830,669336,667673,667506,667801,666420,666117,666883,664837,660165,658602,661447,667016,672174,675694,680238,680887,683641,685597,688268,691370,693389,694643,689522,685200,680627,676001,667945,661846,652921,644680,637283,633450,630246,628798,630481,630626,627462,624538,624818,625784,628258,631105,633186,633914,635092,634397,638082,643180,652376,659178,663473,668360,671039,673405,675336,676574,678125,678765,675048,670439,667212,666331,667292,665697,666382,666004,667331,668409,671256,672775,675482,675554,673484,670484,668703,668959,668856,668977,666748,665078,661765,663258,664912,668801,670636,671432,673379,674812,676633,676814,678606,681351,683594,684149,684555,684686,685399,685998,681370,678164,676726,680532,684780,688897,692202,692082,688551,685847,686946,691897,697213,700133,699857,699456,699435,697292,695198,693807,693696,695286,694856,693354,691810,690636,691401,690103,688015,687268,686892,687712,689180,688950,688341,686747
21813,MD,Bishopville,144537,143963,142957,141504,140149,139593,139114,138502,138623,139670,141515,143258,145948,148333,151222,152360,153906,154932,157116,159908,161806,161891,161141,160716,159653,159233,158749,160129,161085,161682,161275,160355,159300,159125,159090,159861,159911,159088,158552,159991,162289,164530,165137,166628,168672,171570,174163,175591,177095,179377,182102,183374,183958,185230,188552,191852,194996,196875,197908,198731,200037,202025,204184,205942,207961,210276,213038,215274,216619,217155,219137,222103,225752,228185,229779,231972,234495,236091,236140,235731,236574,240329,244649,248931,252245,255892,261237,266463,271381,277251,283677,291998,299968,306691,311277,315711,321351,327094,330765,333659,337710,340673,344854,347793,351967,354622,360302,365907,371683,376296,382102,387786,393526,399567,405088,409407,412531,419105,423056,427537,430187,433569,435584,438468,439613,441889,443939,449220,453752,454416,454990,453794,451318,450013,451544,452625,452057,448748,445356,438614,432072,424344,417733,411496,407181,402042,396679,392518,390907,388077,384550,381118,377138,373734,369694,365750,362496,358367,353061,348369,343054,339850,335516,331362,329128,328296,328168,327850,327715,327988,327081,323687,320621,318616,317311,317408,315882,315627,313478,312109,309237,307837,307404,308430,309208,309541,310349,309775,308998,307031,306124,305987,307141,308418,308785,306690,302860,299835,300380,302653,305225,305968,306602,306035,304514,301553,300431,302360,306062,307524,305418,302980,302113,302693,304285,304830,306381,307271,307820,308378,310322,314098,317691,320322,321146,322229,322511,324537,325210,326447,326775,325844,324166,322772,321991,321459,320633,320059,319055,318557,318570,320079,321613,323244,323048,320964,319304,318003,318434,318370,318470,317327,316803,315499,315382,315464,316464,318132,318901,319319,319090,319079,319399,320021,320890,322093,322087,321724,322436,323020,323814,323732,324982,327399,330904,335191,338747,340509,340223,342147,343756,345872,345902,346974,347822,347772,346748,345312,344261,344606,346893,347570,347735,347421
24283,VA,Saint Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73710,73067,72456,71470,71135,70918,70940,71018,71599,72246,72982,73393,73867,74081,75165,76203,76696,76655,76463,76466,76113,75700,75170,75026,74924,75591,75290,74783,73974,74051,74088,73856,73226,72725,72372,72251,72038,71832,71643,71942,71966,71824,71455,71165,70904,70674,70551,70466,70270,69954,69771,69353,69230,68987,68801,68520,68296,68194,68126,67942,67870,67800,67774,67826,67761,67805,67663,67732,67621,67573,67371,67314,67472,67561,67777,67869,68062,68165,68351,68448,68712,68861,69153,69305,69352,69424,69435,69511,69563,69551,69658,69749,69930,69940,70063,70183,70407,70520,70525,70435,70422,70443,70545,70702,70850,71165,71227,71401,71398,71585,71798,72199,72506,72963,73183,73459,73595,73730,73823,73864,73996,74209,74501,74757,74865,74923,75081,75177,75334,75396,75764,76083,76437,76564,76732,76739,76988,77161,77466,77748,77939,78265,78408,78573,78656,78863,78995,79258,79369,79641,79800,80030,80374,80827,81125,81303,81145,80909,80596,80491,80605,80620,80823,80930,81338,81373,81667,81729,81982,82079,82354,82682,83006,83363,83404,83487,83291,83287,83159,83229,83287,83441,83462,83271
22728,VA,Midland,146088,145895,145494,145222,144907,144808,144455,144273,144159,143942,144011,144110,144966,145485,146182,146075,146540,146757,147265,147164,147172,147248,147500,147702,146672,145657,145152,145585,145396,145208,145358,146252,147067,148022,148340,148622,149451,151049,152193,152801,153463,154479,155341,156281,157067,158227,158962,160318,161465,162899,164086,165267,166707,168207,169577,170908,172012,173022,175033,176475,178333,178970,180451,182250,183897,185080,186330,187141,188700,189593,191033,192467,194316,196788,198946,201139,202919,205826,208074,210972,212386,216052,219457,224315,227550,230944,232688,234756,237373,240056,243699,246429,250275,251243,251854,250450,251524,252789,257223,261223,266127,269431,272882,277377,283683,291073,298260,306546,313923,321402,326987,331711,336134,342367,349239,356096,360836,367841,373908,380867,386399,391603,396942,402370,407244,410016,409454,409053,406885,403760,400339,396037,393680,390506,389054,387220,384120,379858,379490,379109,381827,381314,382332,381153,377273,373594,368193,364963,360333,356450,349258,340621,332219,326331,320310,314764,309125,305064,299604,293280,289972,289276,291407,293729,292898,289108,284816,282932,282710,280864,281004,281269,281016,279442,276481,274796,275142,278698,283718,286879,290627,293319,294544,295660,296448,297905,297462,294914,292437,290309,287848,287559,287277,290343,294180,297949,300944,302085,304633,309354,314042,317997,320706,321403,320073,317474,317174,317053,317735,318079,323489,328058,333199,335088,336883,337304,339286,340045,340290,340678,341133,344242,340680,338031,332756,331648,332103,335807,338477,340866,341411,343148,344648,344915,345423,346508,349167,351675,353000,352188,351847,352819,353992,353412,352667,352832,355216,355335,356057,355105,354887,355909,358488,361102,363541,366020,368884,370841,372098,374218,376549,378767,380157,379669,378888,377342,377249,377584,379288,380453,381196,380796,380095,380779,382616,385418,387165,390629,392116,392470,389193,387338,386233,386579,387066,387118,386882,386986,388065,388555,390234,393022,398270,403389
