ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
20667,MD,Park Hall,133791,133509,133510,133557,133600,133465,133238,133704,134436,135168,135202,134706,133780,133050,132357,132136,131888,132104,132212,131838,130864,129916,129591,130146,131490,133337,135192,136050,136938,137302,138429,138580,139258,139494,140595,142009,143019,143465,143214,142944,142649,142552,141537,141401,141591,143153,143996,143278,142810,142522,143596,144790,145663,147424,149786,151939,152147,151858,152342,154222,155543,155990,155495,154937,154680,153181,151922,150700,150897,150010,148687,147896,147914,149430,151089,153265,154921,156272,157301,158486,160103,162409,164567,166263,167671,168220,169107,169902,171575,173907,175744,178195,180383,183851,187185,190050,193476,196473,199488,202303,205841,210662,216117,220586,224473,228131,232527,237696,242159,247603,251893,255364,257704,259985,263091,267065,271538,274234,275972,277235,277607,279056,281757,287066,291098,293088,294340,294992,296715,298952,302740,303732,305587,304149,304297,302593,303302,302827,301437,299622,297029,294301,289850,288692,286099,285144,281308,278742,275287,273405,273005,271954,270806,269041,267548,264664,261736,259277,257088,254096,250868,248993,247183,246225,244585,243177,242171,241302,242634,243045,244890,247167,248673,248984,244980,241777,238236,237778,237013,237291,237789,238630,238962,237946,236821,234149,234131,234139,236197,236146,237114,236254,232964,229463,226608,224517,224578,226502,231434,234752,237745,238336,237828,238707,241486,244675,245431,246117,245598,246372,244919,244715,242443,242111,241516,242681,242132,242274,242636,245554,248427,249509,248907,247523,246590,246609,247106,244905,244456,243572,245670,244450,241573,237962,236540,236769,237706,236646,236269,236592,237592,237433,236261,234995,235786,237658,239307,239552,239898,241700,242670,243627,243246,243934,244393,246372,248082,249409,249494,250360,251620,253160,254849,255941,256704,257301,257469,257445,257111,257812,258595,258753,258494,258232,258351,258966,259757,259508,260260,261320,263182,263813,265038,266742,268084,268985,269559,269854,270290,271278,271612,271303,270322,269667
20765,MD,Galesville,238634,239038,239306,240506,242531,244589,245659,245289,244746,244510,244022,243842,243896,244840,245583,245637,244707,243808,244437,245793,246924,246810,247692,248325,249948,250144,251242,251202,250680,250250,248934,249789,251269,254058,255472,256096,253992,252979,251485,252207,253302,253462,254806,255291,255754,255967,256374,257491,259700,261136,263516,266022,268251,271070,272967,274773,275984,277036,278716,280669,282247,284207,286538,288418,290191,292635,296545,300893,305978,309593,313461,316909,323510,331533,337029,341036,345834,349954,352872,352978,354541,358132,361214,364796,365585,367808,371097,376003,380072,384253,388824,394885,402284,410114,421397,429276,437383,438648,440805,442346,449386,459129,468155,477868,479610,482729,480588,486016,491680,503224,514812,529129,534453,538384,542783,552708,565370,574269,583727,591133,596954,598328,600187,597569,600385,599428,600216,592996,588208,582957,584133,582317,583093,582794,580691,581200,578460,575746,571632,571438,573739,573861,568097,560793,555765,554063,554455,551511,547420,545926,544136,542979,536758,534408,531509,530470,524229,520503,512009,505345,500116,496438,492778,485093,480090,476400,474686,473501,471770,465677,462309,461573,464038,464743,463607,463670,462698,459314,455813,450285,446870,445026,446335,445945,443140,438065,435504,433385,432582,432813,431302,431236,430578,431400,428625,426059,424482,425308,426094,426968,427675,426539,425884,425303,426525,427925,430023,430697,432280,434906,436548,436112,434932,436388,438923,441134,440782,438199,435616,434255,431257,426549,422382,421781,421457,421667,421459,422174,423414,425795,428231,430966,432429,434426,435094,435638,435275,434384,432581,431654,431351,431800,432283,432417,434325,434850,436528,435939,437580,437915,440297,440517,441609,441801,441967,441659,440351,440993,442062,444917,446852,450364,452982,455239,454570,454147,454652,455396,457560,459571,461144,460941,459632,455112,451253,448013,448451,449158,449138,450057,449936,448617,447342,445750,446075,448269,450004,451871,452299,452661,453283,453365,453926,455325
21864,MD,Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228252,227419,225908,223921,222102,221165,219780,217375,215832,216463,219682,223707,227057,229359,230984,233498,236902,240006,243398,248964,254736,255656,252570,249690,248855,250651,253439,254839,254821,255533,257808,258110,254067,252619,252489,250717,247831,242296,240646,238681,238963,236179,232883,233126,239269,246844,253317,259532,265572,271971,276361,276886,273130,268903,267509,267887,267344,263088,258068,253294,253307,254645,253264,254226,255429,258566,257347,252708,246209,241490,238641,237809,233745,229207,227445,226615,229487,230379,231183,228795,228600,229901,232051,231923,230803,229356,226211,222037,215590,210927,209226,212408,213327,211450,207473,204570,201904,198777,196489,196009,196351,195716,192744,188202,185869,184884,184213,182375,182633,184989,187724,189341,189865,190627,191217,191712,189466,187565,186085,187360,186521,183329,179364,175824,173091,170097,168210,168268,170218,172197,172997,173162,173080,173254,172364,170389,167832,166281,167075,167797,167981,166885,167137,166973,168468,170858,174841,178278,183131,188257,191854,192330,191934,192247,191621,190591,188601,186736,184600,184267,182858,180168,175464,173001,171499,171119,170931,170462,169675,168632,166724,164107,160750,158191,155302,152197,147999,144319,140612,137669,135294,133126,132042,131081,131083,130531,131901,132980,134739,134702,134844,135480,136000,136547,136727,136952,136934,137318,136702,136207,135575
23357,VA,Greenbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52521,52615,52701,52809,52963,53175,53666,54266,54784,55089,55323,55400,55451,55548,55794,55947,55956,56043,56329,56692,57414,58136,58837,59442,59912,60535,61193,62586,63720,64538,64508,64428,63978,64081,64173,64713,65505,65798,65805,65086,65364,65753,65504,64414,63225,62296,62127,62549,63106,63896,64821,65982,67010,67782,69478,71492,74001,75815,77420,77808,78485,78505,78275,77892,76686,75343,73781,73404,73755,74410,74630,75261,75247,75518,75956,76868,78362,80254,82155,82902,82264,81547,81218,81309,81543,82071,82554,82810,82812,82699,82431,81737,81583,81175,82015,82139,82840,83143,83682,83340,83100,82834,83207,83624,84112,84685,84109,83718,82839,82011,80904,80354,79628,78759
23845,VA,Ebony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386443,383344,379339,374834,370857,369847,366450,362664,359510,358247,358893,356205,353303,350308,351156,349861,348761,345098,345008,347175,350018,350309,346785,345930,346598,349726,352497,353152,353874,352299,352447,349614,345156,340288,339339,343045,346292,347408,344598,347144,348160,352353,352038,354071,356331,362667,366590,366937,363989,358843,355830,348302,343451,338824,336846,335725,334366,330840,326508,320792,318663,319415,322144,325474,327579,324906,323668,319991,319520,316735,316950,319234,320541,322908,322163,322343,320897,322569,323085,326501,328111,332745,334344,335816,336301,334526,333857,333666,336051,339570,341999,341750,340961,339419,339448,338428,338508,340159,342359,344740,345711,347229,348975,352671,355303,358040,360362,363457,366848,369293,371110,370367,370044,369478,371081,373151,375616,377763,379527,380607,380876,381070,381906,384575,387078,389104,389595,389188,389218,389541,390179,391181,392377
23893,VA,White Plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78386,79206,79563,80270,80386,80495,80349,80243,79786,78908,78001,77477,77394,76642,75210,73445,71980,70568,69460,68715,67912,67537,66570,65314,63276,61433,60822,61143,62021,62394,62241,61167,60848,60411,60827,60850,61391,62276,62801,62322,61496,61223,61759,62529,62560,62642,62561,62873,63064,63092,62447,62337,62142,62558,62721,63135,63536,64142,64880,65602,65627,65306,65713,66155,67196,67415,67460,67120,67084,67480,67969,68592,69473,71047,72383,73742,73796,73796,74068,74749,75745,75289,74677,73946,74389,74562,74638,74792,75647,76748,77479,78144,78734,79713,80599,81301,82136,83092,83874,84224,84352,84893,85450,86362,86608,87670,88528,89500,89428,89019,89032,88884,88767,88104,87511,87108,86938,86448,86157,86126,86424,86457,86488,86626,87162,87116,86733,85578,85087,84888,84766,84249,83125,82692,81727,80817,79460,79127,79749,79764,79480,78620,78826,79242,79808,80007,79919,80364,80379,80454,79676,79758,79465,79975,79680,79801,79958,80304,80950,81238,82045,82504,83287,83904,84921,85645,86573,87239
20184,VA,Upperville,549124,548307,547490,544939,545250,543470,543248,541128,541641,541748,541375,539302,537979,539080,542243,547936,546899,547918,545869,549854,549588,550661,548484,550271,552695,553939,553010,548229,547919,550102,554399,554184,554580,554112,559455,564618,566324,563868,559085,559539,561892,563187,564072,563132,564595,565361,569038,565684,564489,560320,562985,559431,558319,553425,554301,557842,560054,562748,558179,564114,570713,585199,592041,600619,606597,616181,619024,619194,617966,620529,629758,638323,647496,650867,653324,658264,661320,665558,665567,670939,676420,679715,675686,662069,648317,641243,647516,653703,657643,655833,660732,658820,659337,657073,662810,670218,675911,677018,672246,668991,669619,675522,680913,688160,696389,706427,714943,726742,738344,754819,770462,780258,788477,793939,801020,812694,820723,829546,826894,827219,829515,837174,843685,859306,874545,890104,897516,902853,905513,907643,918589,924438,937063,930258,923502,902389,884261,866275,859863,855370,857931,854442,851684,844336,827413,817034,808861,807422,801857,795032,784218,769651,754702,743235,730137,719908,710804,704301,693213,681964,680477,683884,689408,690715,684934,678971,673798,673818,673103,670112,669625,670513,663380,655208,645096,644052,648726,655379,665109,669163,676470,683993,688358,690349,691448,693093,692556,686471,680418,675925,670518,669219,669109,672110,679663,688889,699398,704221,706908,713725,719926,725142,725514,721279,716326,711492,709398,705293,703224,704731,715421,721957,727824,730229,734751,744115,748909,751810,749372,750639,750535,754437,753163,754558,752533,750676,747812,746062,748960,754136,758828,760814,760984,753534,743175,734676,733147,737156,746506,747566,745632,737329,734830,737598,746817,760877,776671,789624,793603,791816,787077,792393,800081,806917,810509,808362,805432,799457,799297,796495,803406,810076,815266,812974,809899,814475,820185,827810,829405,833385,832053,833339,830204,831637,836771,841583,848415,854725,864246,871125,873071,874309,875436,883225,888857,892013,893508,897507,900107,899788,896981,896403,902592,908482
22623,VA,Chester Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144558,145292,145984,147572,149107,150732,152171,153298,154356,154996,156028,156710,157610,158262,159316,160058,161114,161735,162791,164219,165774,168101,169549,171632,172991,175422,178174,181197,183683,186045,188451,191588,194691,197557,200179,202763,206184,208607,208972,209713,210838,214197,216739,217598,218572,219290,222424,224838,227183,228432,230278,231703,232623,232256,231834,232304,232116,231824,230552,230083,229360,229727,230299,230119,229286,228022,227651,227748,227830,227767,226891,225900,225136,223986,222670,221252,220432,219911,218774,217003,215466,214349,213730,212888,211649,210871,210051,209638,208806,207514,206210,204684,203721,202565,201625,200512,199443,198159,197104,196603,196147,195862,195321,195327,194732,194173,193452,192639,192086,191170,190536,189147,188334,187944,188055,188123,188003,188110,187665,187377,187164,187046,186816,186504,186635,186844,187120,186762,186285,185540,185359,185510,185762,186090,186440,187020,186894,185155,182759,180992,180389,180238,180323,180497,179179,178043,176058,175040,174058,174504,175607,175970,176329,176573,176443,175766,175951,176345,177308,177993,178211,178320,177856,178553,178064,176434,174159,172067,170702,169469,169786,170161,171275,171198,171312,170870,170712,171164,172268,173896,175264,176399,174829,172467,169589,168599,168135,167695,167507,167758,168720,169411,169835,169386,169909,170282,170617,170888,170990,171687,172355,173086,174277,175091,175939,176168,176992,178507,180219,181340,182455,183570,184460,185092,184988,185311,185863,187458,188618,189484,190305,191299
24270,VA,Mendota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93500,95281,96611,99595,101240,102564,102947,104196,104654,105307,105338,105597,105522,105047,104712,104012,104624,105534,106938,106814,107132,106868,107036,106645,106959,106613,106236,105250,104989,104314,104414,104386,104742,105017,105463,105948,105673,105680,104673,103869,102446,101533,100730,100348,100158,99990,99643,98988,98319,97893,98927,100296,101458,101695,101550,101316,101201,100948,100596,100510,100897,101277,100886,100307,99897,99558,99030,98545,97965,97418,96856,96590,96323,96027,95610,95063,94669,94637,95055,95516,95532,95486,95399,95602,95832,95945,95907,95948,95912,95927,95587,95192,95386,95735,96201,95849,95528,95508,95880,96306,96550,96939,97272,97434,97356,97233,97373,97744,97932,97834,97158,96828,96590,96668,96807,97239,97503,97767,97870,97971,98143,98249,99227,99998,100796,100794,101017,101221,101811,102194,102605,102880,103311,103804,104069,103939,103781,103819,103725,103481,103036,102419,101759,101271,101197,101288,101232,101302,101812,102325,102943,103380,103828,105069,105935,107134,107300,107304,107160,107061,107084,106992,107227,108040,109022,109515,109573,109474,109462,109671,109984,110530,110693,110854,110713,110242,109650,109062,108962,108740,108805,108675,108502
22579,VA,Heathsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246707,247943,248645,249497,248942,247919,247282,246583,245959,244867,245330,244454,245387,243987,243084,240661,240561,242199,243421,245226,246576,249274,249626,251421,250908,251979,252535,255541,258135,259266,259422,258649,257868,256337,255496,256166,257268,258978,259468,260604,260671,259900,261018,262450,265496,267438,268908,268348,266456,266218,270389,275131,280294,282554,283786,284157,284229,285352,286350,287415,289464,289427,285622,279513,275061,275995,274878,278011,280500,284178,285834,285831,287488,290122,295325,301699,306099,308245,313913,313023,312275,311320,314459,321601,326186,329590,329939,330299,333065,334573,337128,338420,343610,345766,350515,351383,354041,355569,357412,358275,359584,362597,362320,365162,364723,366293,364013,362809,360933,359997,359619,359386
22811,VA,Bergton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162613,163034,162961,164511,166569,168450,169489,168961,168228,166923,165808,165228,164117,163586,163644,163395,162688,161903,161047,160919,160840,161682,162825,162829,162242,160634,158981,155624,151342,147455,145268,144609,144317,143335,141451,139215,138247,137912,138334,138806,139893,140361,140656,141214,140693,140239,138866,138856,139385,139439,138324,136781,135594,134580,133616,132058,131806,132088,133733,134810,134804,134619,134659,135147,135481,135725,135322,134938,134498,134445,133897,133373,133024,132761,132401,132256,133001,134280,136239,137388,138309,138122,138091,137855,137984,138485,139839,140696,140564,140012,139747,140417,140709,141521,142129,142976,143850,144365,144227,143908,144131,144524,144510,144542,144645,144965,144867,144769,144284,144978,145523,146828,147082,147364,147798,148375,149619,150013,150774,151506,152628,152502,152624,152925,154220,155928,156564,156795,155848,155845,155825,156742,156907,157843,158092,158232,158049,157917,159081,158933,158982,158160,158138,156866,157034,156816,157578,157556,157677,156778,155343,156049,158420,161249,162780,162972,162744,162202,163716,165020,166376,166314,166802,167377,166979,166814,166551,168316,169504,171029,170573,170652,170625,172221,173461,173819,174070,174026
21679,MD,Wye Mills,181181,181145,181687,182563,183130,183762,184170,185440,186180,187663,188688,189744,189085,189022,188727,189434,190529,191589,193264,193189,193920,192815,192998,192899,195908,199250,202342,203886,204803,205143,204938,205558,206453,208521,209566,211253,211908,210856,209764,208126,208188,209305,210466,212091,212930,214559,215948,216880,217101,218106,219371,221547,223085,224365,225889,227138,228518,229212,230621,231685,233145,234243,236648,239480,242717,244830,246555,247270,247995,248980,250132,252153,253829,256362,256587,256857,256385,257460,258110,259310,261318,264219,266556,267088,268486,270607,274161,276345,278513,280155,284057,289028,294139,296156,297975,302658,307941,313377,319808,327958,335159,342477,347724,352799,355208,360637,367975,373345,376476,377410,377641,379902,384230,390092,397071,403753,414354,425768,435618,445855,453434,461669,467199,470724,475632,479576,482828,484207,483162,479020,475338,472770,475084,477226,480824,483899,484596,483685,482442,482682,482269,481811,480069,477298,474486,471494,468933,465193,460149,454857,448396,442873,437998,435372,432922,431068,428112,425329,421131,416397,412051,408628,406533,404098,401942,400069,399410,399797,401280,402513,401319,396999,394341,393858,395609,393690,390491,385490,381489,376397,369030,363438,363482,369086,372461,373013,372674,374463,378352,380397,379886,376210,372003,369341,367085,366640,366994,365976,361734,361778,361564,365939,368802,376098,386265,391846,395714,397385,401476,406209,412110,413156,413073,409602,409472,408293,409132,411609,411818,407495,401611,399901,399926,401990,404561,407796,413066,415541,414352,411653,411471,415606,418269,418384,418923,416802,414916,412374,408348,406735,405761,406871,405648,405778,408140,410013,408454,408235,409280,410919,409994,409513,409702,410938,412434,410311,407860,406964,409989,413641,415132,417989,421763,424894,428598,431146,436120,441122,444429,445812,445333,445119,445473,445357,446369,446948,446270,445837,444012,444504,444065,445620,446164,447574,448295,448412,447603,447056,446814,446467,445787,443840,443084,441111
23307,VA,Birdsnest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52761,52909,53050,53172,53071,52791,52338,51193,49567,48257,48144,49019,49630,49530,48814,48065,47908,48079,48732,49814,51535,52520,52118,50245,49008,48572,48910,49592,50016,50509,50507,51320,52093,53346,53906,54649,55300,56460,57459,58303,58722,58675,58842,59028,59730,60503,62242,64080,65357,65256,65439,65113,65577,66213,67196,67358,66517,66027,65948,66160,66129,66225,65607,65700,65178,65103,64828,64954,65149,64101,62424,60909,60522,61144,61977,62364,62313,61900,61457,60801,60540,60647,60804,60631,60103,59508,59031,58475,58079,57956,57663,57751,57393,57599,57789,58074,57977,57322,56821,56500,56628,56339,56179,55931,55926,55770,55632,55470,55251,55162,55028,54806,54555,54525,54738,54719,54603,54299,54049,53815,53804,53885,53891,53999,53977,54005,53797,53739,53800,53779,53898,54006,54122,54154,54130,54222,54183,54074,54039,54026,54203,54471,54617,54607,54646,54570,54596,54397,54588,54790,55098,55344,55391,55444,55540,55666,55777,56036,56380,56784,56837,57018,56813,56683,56277,56101,55788,55749,55574,55578,55405,55488,55585,55448,55458,55307,55641,55746,55809,55685,55504,55335,55364,55142,54958,54613,54544,54778,54917,55124,55314,55494,55785,55804,55525,55312,55106,55277,55174,55139,55099,55070,55197,55270,55385,55588,56089,56586,57001,57184,57904,58586,59354,59760,60043,60366,60554,60735,60714,60628,60513,60344,59732
24628,VA,Grundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52910,52994,53315,53882,53895,53572,52929,52833,52843,52949,53064,53227,53740,54235,54481,54357,54783,55657,56954,57807,58270,58735,58825,59149,58956,59117,59018,58885,59281,59604,60332,60342,60654,60323,60560,60498,60674,60315,60091,60151,59875,59989,59172,58871,58749,59584,60414,60714,60519,60120,59857,59765,59534,59159,59494,60133,60721,60734,60252,59948,59947,60325,60677,60558,60702,60911,61572,61571,61289,60719,60426,60928,61410,62246,62070,62289,62214,62123,61340,60781,60514,60534,60545,59954,59290,58214,57836,57325,56904,56439
21634,MD,Fishing Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244655,244048,243697,243664,243782,244532,244399,244343,244226,245053,246364,247570,248175,248990,249554,249029,248570,247295,247084,246282,244910,241921,237968,234441,231919,229679,227804,226278,224414,222343,220418,218935,217993,217255,216668,215462,213749,211769,209906,208059,205819,203535,201038,198899,197427,196417,196004,196025,196195,196877,197420,198070,198719,199336,199467,198896,198019,197512,197098,196084,194940,193807,193293,192837,193087,193042,193649,194719,195961,196394,196273,196792,197702,198015,197587,197471,196849,196931,196345,196469,196480,196878,197065,197539,197919,198786,199008,199154,198896,199587,200664,201340,201525,201779,202916,203100,202744,202060,202784,203347,204723,204905,205344,204818,204733,204572,204314,204317,204852,205380,205239,204782,204041,203453,202348,201882,201202,200519,199744,199898,199922,199787,199227,198819,198517,197642,197450,197487,197872,197730,197214,196370,196499,196912,197190,196918,196814,197309,196833,195600,194565,194924,195429,194072,190811,187736,186659,186669,186672,185653,184804,184048,183152,182804,182965,184394,185287,185514,185692,185896,185879,185868,185986,186605,187245,186969,186336,185638,186098,186992,187106,186830,186702
24562,VA,Wingina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106776,107509,107133,107179,107320,108503,110030,110731,111423,111675,112233,112913,113284,112993,113062,113536,114142,113173,111440,110825,110021,109496,108932,108388,108505,108989,110890,112408,112996,113764,115034,116101,117685,119791,121191,122399,123141,123581,123223,122439,122815,123050,123142,123917,124379,125097,125972,126783,127575,128044,128950,130470,132666,135251,137457,138491,139260,139958,141252,143161,145118,147219,149601,153069,156221,158677,160521,163892,167311,169968,171375,172614,174555,176959,179437,180358,180910,181390,183063,183347,184244,185574,188732,191141,193294,194424,195708,196479,197041,198524,200099,201268,201555,201505,201513,201984,202325,202398,200767,200798,201386,201183,200114,198760,198515,197643,196308,194703,193011,192093,191525,190348,188161,187108,185933,185844,184318,184079,183341,182157,180076,178274,177747,177149,177476,177006,176897,176731,177345,177787,177928,179662,182154,183909,184062,183806,183117,182229,181752,181631,181588,180265,179307,177137,175865,174996,175618,176103,176243,176563,176886,176278,175457,175327,175670,176772,176970,177008,175464,174535,174407,174496,174199,174457,174380,174788,174880,174661,174192,174211,175574,176888,177621,178315,178871,178927,179649,180333,180919,181014,181311,181598,181154,180913,180724,180659,180665,180900,181064,181041,181289,181598,181601,180479,179872,179190,179676,179570,180088,180797,181774,181869,181780,181900,183101,184382,185771,186923,187374,187934,187628,187556,187236,188083,188204,188551,188009,189286,189736,190730,190653,191733,193385,195268,196309,196854,197969,199184,200805,201368,202940,203896,205969,206834,206792,206993,208030,210078,211278,212275,212944,213317,214038,215123,216350,217075,218275,218952,219275,218640,218361,217947,217545,217289,216203
